wfood;wfuel;wcloth;wacl;wtrans;wother;totexp;income;age;nk;food;fuel;cloth;alc;trans;other
0.3217;0.0576;0.3136;0.0122;0.125;0.17;80;90;33;1;25.736;4.608;25.088;0.976;10;13.6
0.304;0.0862;0.0322;0.0338;0.223;0.3209;70;100;28;1;21.28;6.034;2.254;2.366;15.61;22.463
0.4823;0.1084;0;0;0.1429;0.2664;50;140;40;2;24.115;5.42;0;0;7.145;13.32
0.2267;0.049;0.2243;0.0881;0.1776;0.2344;100;160;27;1;22.67;4.9;22.43;8.81;17.76;23.44
0.2503;0.0537;0.1164;0.0804;0.118;0.3813;120;160;42;1;30.036;6.444;13.968;9.648;14.16;45.756
0.1973;0.0379;0.352;0.0173;0.1003;0.2951;160;110;28;2;31.568;6.064;56.32;2.768;16.048;47.216
0.3491;0.0525;0.0763;0.0461;0.2152;0.2608;90;120;33;2;31.419;4.725;6.867;4.149;19.368;23.472
0.2428;0.0391;0.129;0.1601;0.1974;0.2315;120;190;42;1;29.136;4.692;15.48;19.212;23.688;27.78
0.4108;0.0522;0.0044;0.1254;0.0054;0.4018;70;100;30;1;28.756;3.654;0.308;8.778;0.378;28.126
0.3379;0.0494;0.1303;0.0071;0.3338;0.1415;70;180;33;1;23.653;3.458;9.121;0.497;23.366;9.905
0.3365;0.1347;0.1323;0.0387;0.0502;0.3076;60;80;32;2;20.19;8.082;7.938;2.322;3.012;18.456
0.2213;0.2232;0;0.117;0.1051;0.3334;60;190;31;1;13.278;13.392;0;7.02;6.306;20.004
0.367;0.1246;0.1454;0.0318;0.0613;0.2699;80;110;32;1;29.36;9.968;11.632;2.544;4.904;21.592
0.2835;0.069;0.3624;0.0516;0.026;0.2075;170;330;44;2;48.195;11.73;61.608;8.772;4.42;35.275
0.2154;0.1121;0.172;0.0986;0.0325;0.3695;110;280;36;2;23.694;12.331;18.92;10.846;3.575;40.645
0.4319;0.0671;0.1033;0;0.0179;0.3797;60;110;31;2;25.914;4.026;6.198;0;1.074;22.782
0.5688;0.0272;0.0711;0.077;0.0637;0.1923;150;70;29;2;85.32;4.08;10.665;11.55;9.555;28.845
0.3423;0.1166;0;0;0.2048;0.3364;40;120;31;2;13.692;4.664;0;0;8.192;13.456
0.4205;0.0671;0;0.0268;0.2252;0.2604;50;110;29;1;21.025;3.355;0;1.34;11.26;13.02
0.1408;0.0262;0.3622;0.1296;0.0238;0.3174;190;150;26;1;26.752;4.978;68.818;24.624;4.522;60.306
0.329;0.1158;0.0663;0.0903;0.1199;0.2786;70;110;24;2;23.03;8.106;4.641;6.321;8.393;19.502
0.4373;0.0574;0.1479;0;0.0751;0.2822;70;100;39;2;30.611;4.018;10.353;0;5.257;19.754
0.2491;0.0327;0.0806;0.1772;0.2565;0.204;80;70;23;2;19.928;2.616;6.448;14.176;20.52;16.32
0.344;0.0357;0;0.154;0.0884;0.3779;90;70;38;1;30.96;3.213;0;13.86;7.956;34.011
0.2991;0.0368;0.1547;0.1053;0.1235;0.2805;120;160;30;1;35.892;4.416;18.564;12.636;14.82;33.66
0.3411;0.0542;0.0876;0.0758;0.1494;0.2919;120;110;33;2;40.932;6.504;10.512;9.096;17.928;35.028
0.2801;0.0663;0.1518;0.1093;0.1249;0.2676;80;120;34;2;22.408;5.304;12.144;8.744;9.992;21.408
0.4955;0.0694;0.1438;0.0217;0;0.2695;80;120;36;2;39.64;5.552;11.504;1.736;0;21.56
0.3926;0.0639;0.0466;0.04;0.1023;0.3547;130;250;52;1;51.038;8.307;6.058;5.2;13.299;46.111
0.4309;0.059;0.0342;0.0973;0.1662;0.2123;60;130;27;2;25.854;3.54;2.052;5.838;9.972;12.738
0.1289;0.0176;0.6155;0.0219;0.125;0.091;390;350;35;1;50.271;6.864;240.045;8.541;48.75;35.49
0.3465;0.1137;0.19;0.1286;0.0327;0.1885;160;320;46;1;55.44;18.192;30.4;20.576;5.232;30.16
0.4728;0.0585;0.0106;0.1019;0.1047;0.2515;70;100;39;2;33.096;4.095;0.742;7.133;7.329;17.605
0.1416;0.4803;0.2177;0.0016;0.0232;0.1355;120;170;50;2;16.992;57.636;26.124;0.192;2.784;16.26
0.38;0.0499;0.174;0.1418;0.0405;0.2138;140;330;38;2;53.2;6.986;24.36;19.852;5.67;29.932
0.4226;0.1065;0.0484;0.035;0.1383;0.2492;90;130;49;1;38.034;9.585;4.356;3.15;12.447;22.428
0.3052;0.0708;0.1871;0.0972;0.1458;0.1939;190;350;45;1;57.988;13.452;35.549;18.468;27.702;36.841
0.3338;0.1858;0.1122;0.1137;0.0144;0.2401;110;100;24;2;36.718;20.438;12.342;12.507;1.584;26.411
0.3798;0.0344;0.0677;0.0459;0.3505;0.1217;110;180;40;2;41.778;3.784;7.447;5.049;38.555;13.387
0.3897;0.0327;0.0653;0.1809;0.002;0.3295;60;100;32;1;23.382;1.962;3.918;10.854;0.12;19.77
0.2825;0.0349;0.0801;0.2757;0.2363;0.0904;140;170;51;2;39.55;4.886;11.214;38.598;33.082;12.656
0.4439;0.0351;0.0779;0.0593;0.094;0.2897;330;160;55;2;146.487;11.583;25.707;19.569;31.02;95.601
0.3062;0.1303;0.0184;0.0591;0.17;0.316;70;140;39;1;21.434;9.121;1.288;4.137;11.9;22.12
0.3138;0.1095;0.1719;0.184;0.0045;0.2164;110;460;28;1;34.518;12.045;18.909;20.24;0.495;23.804
0.5556;0.0556;0;0.0058;0.0858;0.2972;40;100;34;2;22.224;2.224;0;0.232;3.432;11.888
0.5085;0.0604;0.1491;0;0.0994;0.1826;40;120;35;1;20.34;2.416;5.964;0;3.976;7.304
0.3072;0.0337;0.3208;0.103;0.0274;0.2079;190;250;38;1;58.368;6.403;60.952;19.57;5.206;39.501
0.499;0.0849;0.046;0;0.023;0.3472;60;150;41;2;29.94;5.094;2.76;0;1.38;20.832
0.5868;0.0599;0;0;0.0879;0.2655;60;130;60;1;35.208;3.594;0;0;5.274;15.93
0.2655;0.0314;0.3157;0.0979;0.0837;0.2058;150;110;43;2;39.825;4.71;47.355;14.685;12.555;30.87
0.3979;0.1101;0;0;0.166;0.326;70;140;32;2;27.853;7.707;0;0;11.62;22.82
0.3492;0.0634;0.0344;0.1856;0.1633;0.2041;80;160;33;2;27.936;5.072;2.752;14.848;13.064;16.328
0.453;0.1659;0.0057;0;0;0.3754;60;100;29;2;27.18;9.954;0.342;0;0;22.524
0.4608;0.1466;0;0.025;0;0.3676;90;260;59;2;41.472;13.194;0;2.25;0;33.084
0.3352;0.0593;0.0362;0.0501;0.0462;0.473;70;90;23;1;23.464;4.151;2.534;3.507;3.234;33.11
0.2046;0.0766;0.0763;0.0189;0.1796;0.4441;110;190;38;1;22.506;8.426;8.393;2.079;19.756;48.851
0.3628;0.0343;0.1267;0.0125;0.1956;0.2681;150;120;29;2;54.42;5.145;19.005;1.875;29.34;40.215
0.3332;0.0886;0.0695;0.0863;0.1461;0.2765;120;180;43;1;39.984;10.632;8.34;10.356;17.532;33.18
0.4516;0.0399;0;0.2082;0.0206;0.2798;90;110;39;2;40.644;3.591;0;18.738;1.854;25.182
0.2816;0.1101;0.1473;0.0424;0.2062;0.2124;140;180;39;1;39.424;15.414;20.622;5.936;28.868;29.736
0.2511;0.2016;0.1923;0.0687;0.1358;0.1505;90;140;28;1;22.599;18.144;17.307;6.183;12.222;13.545
0.3018;0.0954;0.2847;0.0285;0.1429;0.1468;90;150;41;2;27.162;8.586;25.623;2.565;12.861;13.212
0.4914;0.0634;0.0745;0.0246;0.0548;0.2914;40;80;30;1;19.656;2.536;2.98;0.984;2.192;11.656
0.2035;0.036;0.1615;0.0136;0.5057;0.0797;130;110;32;2;26.455;4.68;20.995;1.768;65.741;10.361
0.4411;0.1006;0.1738;0;0.0369;0.2477;60;100;55;2;26.466;6.036;10.428;0;2.214;14.862
0.2616;0.0295;0.2082;0.0654;0.1458;0.2895;130;90;32;2;34.008;3.835;27.066;8.502;18.954;37.635
0.6567;0.08;0.1155;0.0162;0;0.1316;70;110;36;2;45.969;5.6;8.085;1.134;0;9.212
0.3752;0.0271;0.1863;0.0206;0.2267;0.1641;90;150;44;1;33.768;2.439;16.767;1.854;20.403;14.769
0.251;0.119;0.017;0.0307;0.1171;0.4651;290;360;36;2;72.79;34.51;4.93;8.903;33.959;134.879
0.1102;0.0305;0;0.013;0.7383;0.108;140;130;29;2;15.428;4.27;0;1.82;103.362;15.12
0.2839;0.1608;0.145;0.1188;0.0646;0.2269;90;90;22;1;25.551;14.472;13.05;10.692;5.814;20.421
0.4087;0.0837;0.136;0.19;0.0175;0.1641;150;230;42;2;61.305;12.555;20.4;28.5;2.625;24.615
0.2414;0.0809;0.1345;0;0.1661;0.3771;80;80;30;1;19.312;6.472;10.76;0;13.288;30.168
0.3379;0.0915;0.0678;0;0.2634;0.2394;110;160;37;2;37.169;10.065;7.458;0;28.974;26.334
0.5788;0.1083;0.1197;0.0214;0;0.1717;80;200;39;2;46.304;8.664;9.576;1.712;0;13.736
0.4675;0.1145;0.1736;0;0.0776;0.1669;70;100;42;2;32.725;8.015;12.152;0;5.432;11.683
0.3359;0.0403;0.2642;0.0607;0.1712;0.1278;190;200;56;1;63.821;7.657;50.198;11.533;32.528;24.282
0.1297;0.0661;0.0531;0.0215;0.1174;0.6122;80;110;33;2;10.376;5.288;4.248;1.72;9.392;48.976
0.3105;0.0625;0.3034;0.0808;0.0004;0.2424;90;130;36;1;27.945;5.625;27.306;7.272;0.036;21.816
0.4307;0.0341;0.1731;0;0.1367;0.2254;80;90;31;2;34.456;2.728;13.848;0;10.936;18.032
0.2965;0.0594;0.1145;0.0484;0.2211;0.26;110;120;39;2;32.615;6.534;12.595;5.324;24.321;28.6
0.3877;0.1692;0.0122;0.0254;0.1894;0.216;90;150;36;1;34.893;15.228;1.098;2.286;17.046;19.44
0.309;0.1235;0.1586;0.0967;0.0673;0.245;100;50;49;1;30.9;12.35;15.86;9.67;6.73;24.5
0.313;0.0511;0.1803;0.0064;0.0921;0.3571;120;110;32;2;37.56;6.132;21.636;0.768;11.052;42.852
0.4807;0.0455;0.0738;0.0676;0;0.3323;140;120;33;2;67.298;6.37;10.332;9.464;0;46.522
0.3181;0.0473;0.11;0.179;0.1429;0.2027;90;140;41;2;28.629;4.257;9.9;16.11;12.861;18.243
0.5917;0.0857;0.0613;0.0063;0.0697;0.1853;80;140;38;2;47.336;6.856;4.904;0.504;5.576;14.824
0.2142;0.035;0.4454;0.1369;0.0721;0.0964;100;120;24;1;21.42;3.5;44.54;13.69;7.21;9.64
0.5188;0.2392;0.0354;0;0.0075;0.199;60;80;26;1;31.128;14.352;2.124;0;0.45;11.94
0.2903;0.1774;0.1184;0.1061;0.0401;0.2677;100;110;33;2;29.03;17.74;11.84;10.61;4.01;26.77
0.3106;0.0529;0.216;0.0955;0.2206;0.1045;190;280;36;2;59.014;10.051;41.04;18.145;41.914;19.855
0.451;0.1263;0.0029;0.0194;0.2666;0.1338;60;70;38;2;27.06;7.578;0.174;1.164;15.996;8.028
0.2242;0.038;0.1445;0.0363;0.2532;0.3037;210;160;37;2;47.082;7.98;30.345;7.623;53.172;63.777
0.2923;0.062;0.1153;0.1108;0.2259;0.1936;150;150;36;1;43.845;9.3;17.295;16.62;33.885;29.04
0.5419;0.1469;0;0;0.0188;0.2923;40;60;25;2;21.676;5.876;0;0;0.752;11.692
0.4406;0.0697;0.1706;0.0176;0.198;0.1035;110;140;48;2;48.466;7.667;18.766;1.936;21.78;11.385
0.2522;0.0574;0.105;0.1567;0.0363;0.3924;90;90;24;1;22.698;5.166;9.45;14.103;3.267;35.316
0.2713;0.0492;0.3499;0.0079;0.0798;0.2418;130;120;46;1;35.269;6.396;45.487;1.027;10.374;31.434
0.2395;0.0612;0.0112;0.0612;0.3886;0.2382;80;100;29;1;19.16;4.896;0.896;4.896;31.088;19.056
0.4426;0.0672;0.0578;0;0.0575;0.3749;60;160;34;2;26.556;4.032;3.468;0;3.45;22.494
0.6188;0.0784;0.0512;0.0097;0.0342;0.2078;80;100;42;1;49.504;6.272;4.096;0.776;2.736;16.624
0.3965;0.0567;0.0721;0.0241;0.239;0.2117;100;160;28;2;39.65;5.67;7.21;2.41;23.9;21.17
0.4015;0.0812;0.3145;0.0265;0.0337;0.1425;140;190;36;2;56.21;11.368;44.03;3.71;4.718;19.95
0.3085;0.0671;0.0612;0.2613;0.027;0.2747;80;140;39;2;24.68;5.368;4.896;20.904;2.16;21.976
0.374;0.0561;0.221;0.0146;0.1658;0.1686;80;100;36;1;29.92;4.488;17.68;1.168;13.264;13.488
0.2566;0.037;0;0.0112;0.2357;0.4594;70;100;30;2;17.962;2.59;0;0.784;16.499;32.158
0.3852;0.1237;0.0358;0.1331;0.14;0.182;70;110;27;1;26.964;8.659;2.506;9.317;9.8;12.74
0.245;0.033;0.2305;0.0242;0.2073;0.26;100;120;24;1;24.5;3.3;23.05;2.42;20.73;26
0.3688;0.0804;0.1592;0.0384;0.1156;0.2376;80;120;45;1;29.504;6.432;12.736;3.072;9.248;19.008
0.3594;0.0432;0.0786;0.0519;0.0756;0.3912;130;120;38;2;46.722;5.616;10.218;6.747;9.828;50.856
0.4491;0.0519;0.0755;0.1562;0.0039;0.2635;130;100;36;2;58.383;6.747;9.815;20.306;0.507;34.255
0.2367;0.0382;0.1184;0.0156;0.0992;0.492;120;110;37;1;28.404;4.584;14.208;1.872;11.904;59.04
0.2847;0.0273;0.2754;0.014;0.1069;0.2916;170;110;51;1;48.399;4.641;46.818;2.38;18.173;49.572
0.2701;0.1812;0.0748;0.1584;0.1015;0.214;90;100;39;2;24.309;16.308;6.732;14.256;9.135;19.26
0.4431;0.0675;0.1196;0.1771;0.0328;0.1599;140;210;32;1;62.034;9.45;16.744;24.794;4.592;22.386
0.349;0.2142;0.08;0.0924;0.0039;0.2605;130;70;25;1;45.37;27.846;10.4;12.012;0.507;33.865
0.2971;0.0805;0.1648;0.0341;0.1095;0.314;170;150;41;2;50.507;13.685;28.016;5.797;18.615;53.38
0.3704;0.1259;0.02;0.0583;0.1212;0.3042;60;90;27;1;22.224;7.554;1.2;3.498;7.272;18.252
0.3377;0.0639;0;0.033;0.1446;0.4208;60;130;33;2;20.262;3.834;0;1.98;8.676;25.248
0.354;0.0429;0.0766;0.2334;0.0847;0.2084;170;210;36;2;60.18;7.293;13.022;39.678;14.399;35.428
0.2714;0.0808;0.0363;0.0278;0.1881;0.3956;120;130;49;2;32.568;9.696;4.356;3.336;22.572;47.472
0.2906;0.1167;0.2508;0.0591;0.0542;0.2285;70;140;38;2;20.342;8.169;17.556;4.137;3.794;15.995
0.3352;0.0668;0.3349;0;0.0858;0.1774;70;80;28;1;23.464;4.676;23.443;0;6.006;12.418
0.3837;0.0424;0.1539;0.0149;0.0021;0.403;70;140;46;2;26.859;2.968;10.773;1.043;0.147;28.21
0.2802;0.1086;0.0879;0.0316;0.1513;0.3405;50;130;35;2;14.01;5.43;4.395;1.58;7.565;17.025
0.2382;0.0573;0.3341;0.0632;0.0433;0.2639;110;150;33;2;26.202;6.303;36.751;6.952;4.763;29.029
0.5502;0.1273;0.0062;0.0579;0;0.2584;80;140;38;2;44.016;10.184;0.496;4.632;0;20.672
0.48;0.0465;0.0241;0.0719;0.2934;0.0841;70;120;31;2;33.6;3.255;1.687;5.033;20.538;5.887
0.2614;0.0259;0.105;0;0.1209;0.4868;250;140;35;2;65.35;6.475;26.25;0;30.225;121.7
0.3886;0.09;0.0577;0;0.1696;0.294;70;160;45;1;27.202;6.3;4.039;0;11.872;20.58
0.4639;0.0824;0.0807;0.068;0.1809;0.124;80;150;27;2;37.112;6.592;6.456;5.44;14.472;9.92
0.4264;0.0564;0;0;0.4087;0.1085;110;180;23;1;46.904;6.204;0;0;44.957;11.935
0.3634;0.0723;0.262;0;0.1975;0.1048;40;110;37;1;14.536;2.892;10.48;0;7.9;4.192
0.3756;0.0517;0.1258;0.0503;0.066;0.3306;100;100;30;2;37.56;5.17;12.58;5.03;6.6;33.06
0.2419;0.0767;0.0916;0;0.0384;0.5514;100;70;36;2;24.19;7.67;9.16;0;3.84;55.14
0.5535;0.1023;0.0625;0.1526;0.0023;0.1268;60;110;43;2;33.21;6.138;3.75;9.156;0.138;7.608
0.4259;0.0326;0.0987;0.0544;0.0349;0.3535;170;200;40;2;72.403;5.542;16.779;9.248;5.933;60.095
0.3435;0.0238;0.2052;0.178;0.0132;0.2363;170;110;35;2;58.395;4.046;34.884;30.26;2.244;40.171
0.2634;0.0497;0.0555;0;0.381;0.2504;80;130;50;1;21.072;3.976;4.44;0;30.48;20.032
0.1818;0.0249;0;0;0.2121;0.5812;110;210;48;2;19.998;2.739;0;0;23.331;63.932
0.4119;0.0528;0.0051;0.0136;0.0766;0.4401;110;150;51;1;45.309;5.808;0.561;1.496;8.426;48.411
0.4545;0.1468;0.1943;0.0314;0;0.1731;70;180;27;1;31.815;10.276;13.601;2.198;0;12.117
0.2292;0.0605;0.1136;0.0606;0.1188;0.4173;270;270;49;1;61.884;16.335;30.672;16.362;32.076;112.671
0.2914;0.049;0.1246;0.0455;0.1223;0.3672;240;190;33;2;69.936;11.76;29.904;10.92;29.352;88.128
0.2519;0.0926;0.0719;0.0166;0.231;0.3359;70;210;35;1;17.633;6.482;5.033;1.162;16.17;23.513
0.3961;0.0671;0.1495;0.0232;0.1342;0.2298;110;140;42;2;43.571;7.381;16.445;2.552;14.762;25.278
0.2006;0.05;0.3718;0;0.0686;0.3091;60;110;37;2;12.036;3;22.308;0;4.116;18.546
0.4444;0.0525;0.1912;0.0291;0.1295;0.1534;70;100;29;2;31.108;3.675;13.384;2.037;9.065;10.738
0.2712;0.2647;0;0;0.0036;0.4605;80;110;42;2;21.696;21.176;0;0;0.288;36.84
0.3388;0.0265;0.1827;0.1263;0.1092;0.2165;190;150;39;2;64.372;5.035;34.713;23.997;20.748;41.135
0.1793;0.0195;0.1989;0.0294;0.0826;0.4903;160;140;43;2;28.688;3.12;31.824;4.704;13.216;78.448
0.2979;0.0792;0.3034;0;0.1649;0.1546;90;100;27;1;26.811;7.128;27.306;0;14.841;13.914
0.2521;0.1428;0.0738;0.1415;0.2267;0.1632;100;70;42;2;25.21;14.28;7.38;14.15;22.67;16.32
0.5644;0.1076;0.025;0.0602;0.0026;0.2401;80;110;37;2;45.152;8.608;2;4.816;0.208;19.208
0.2406;0.0327;0.0337;0.0067;0.1423;0.544;180;250;42;1;43.308;5.886;6.066;1.206;25.614;97.92
0.3815;0.0624;0.025;0;0.3699;0.1612;100;160;46;2;38.15;6.24;2.5;0;36.99;16.12
0.302;0.0692;0.1438;0.1912;0.1833;0.1105;110;130;45;1;33.22;7.612;15.818;21.032;20.163;12.155
0.2483;0.1542;0.0221;0;0.0046;0.5708;60;100;30;1;14.898;9.252;1.326;0;0.276;34.248
0.3821;0.0599;0.0012;0;0.1915;0.3653;80;110;28;2;30.568;4.792;0.096;0;15.32;29.224
0.3931;0.1089;0.0022;0.064;0.0599;0.3719;80;140;40;2;31.448;8.712;0.176;5.12;4.792;29.752
0.5547;0.0748;0;0.0497;0;0.3208;60;170;33;2;33.282;4.488;0;2.982;0;19.248
0.2249;0.0597;0.1171;0.0189;0.3508;0.2286;80;110;31;2;17.992;4.776;9.368;1.512;28.064;18.288
0.2533;0.0452;0.0685;0;0.2699;0.3631;90;100;23;1;22.797;4.068;6.165;0;24.291;32.679
0.2344;0.0774;0;0.0347;0.2536;0.3999;70;140;30;2;16.408;5.418;0;2.429;17.752;27.993
0.548;0.1144;0.01;0;0.0402;0.2874;100;110;38;1;54.8;11.44;1;0;4.02;28.74
0.2036;0.0504;0.1035;0.0047;0.2012;0.4366;190;260;45;1;38.684;9.576;19.665;0.893;38.228;82.954
0.3653;0.0712;0;0.0097;0.1853;0.3685;50;110;47;2;18.265;3.56;0;0.485;9.265;18.425
0.4616;0.0563;0.3053;0;0.0058;0.171;60;110;50;1;27.696;3.378;18.318;0;0.348;10.26
0.3898;0.0425;0.1827;0;0.2441;0.1408;80;160;36;2;31.184;3.4;14.616;0;19.528;11.264
0.3769;0.0561;0.1154;0.0585;0.1142;0.2789;90;180;39;2;33.921;5.049;10.386;5.265;10.278;25.101
0.4442;0.0535;0.1969;0.0331;0.1357;0.1367;110;180;26;2;48.862;5.885;21.659;3.641;14.927;15.037
0.3459;0.0682;0.0946;0.0627;0.1787;0.2498;80;130;28;1;27.672;5.456;7.568;5.016;14.296;19.984
0.2445;0.0788;0.1306;0.1197;0.0955;0.3309;130;140;41;1;31.785;10.244;16.978;15.561;12.415;43.017
0.3746;0.0497;0.1006;0;0.1315;0.3437;110;90;51;2;41.206;5.467;11.066;0;14.465;37.807
0.3021;0.0782;0.0752;0.1129;0.1215;0.3101;130;150;28;2;39.273;10.166;9.776;14.677;15.795;40.313
0.2642;0.0598;0.0682;0.3733;0.0286;0.2059;150;180;34;2;39.63;8.97;10.23;55.995;4.29;30.885
0.3517;0.0586;0.0062;0.0597;0.2174;0.3065;80;190;32;1;28.136;4.688;0.496;4.776;17.392;24.52
0.4578;0.1908;0;0;0.0044;0.3469;70;60;25;1;32.046;13.356;0;0;0.308;24.283
0.3692;0.0906;0.0046;0.0363;0.1019;0.3975;80;90;31;2;29.536;7.248;0.368;2.904;8.152;31.8
0.3461;0.0601;0.0526;0.0038;0.1125;0.4249;100;140;32;2;34.61;6.01;5.26;0.38;11.25;42.49
0.5216;0.0524;0.0378;0.0699;0.2331;0.0852;80;110;33;2;41.728;4.192;3.024;5.592;18.648;6.816
0.3959;0.0488;0.1534;0.0689;0.0745;0.2585;120;170;42;2;47.508;5.856;18.408;8.268;8.94;31.02
0.3981;0.0486;0.0438;0.1168;0.0673;0.3254;70;120;36;2;27.867;3.402;3.066;8.176;4.711;22.778
0.2317;0.0298;0.178;0;0.1738;0.3867;160;200;32;2;37.072;4.768;28.48;0;27.808;61.872
0.2992;0.0516;0.231;0.0345;0.0926;0.2911;130;220;45;2;38.896;6.708;30.03;4.485;12.038;37.843
0.2704;0.1302;0.0169;0.0348;0.3833;0.1644;70;90;23;1;18.928;9.114;1.183;2.436;26.831;11.508
0.4061;0.1164;0.0658;0.1489;0.0119;0.2509;80;100;26;1;32.488;9.312;5.264;11.912;0.952;20.072
0.1695;0.0486;0.1863;0.0276;0.1801;0.388;170;450;42;2;28.815;8.262;31.671;4.692;30.617;65.96
0.2691;0.0747;0.0856;0.0473;0.3832;0.1401;100;120;45;1;26.91;7.47;8.56;4.73;38.32;14.01
0.242;0.0658;0.1431;0.0437;0.0492;0.4562;160;150;37;1;38.72;10.528;22.896;6.992;7.872;72.992
0.1605;0.1027;0.0271;0.0771;0.0374;0.5952;110;200;35;2;17.655;11.297;2.981;8.481;4.114;65.472
0.549;0.0637;0.0498;0.1346;0.0948;0.1081;120;140;58;2;65.88;7.644;5.976;16.152;11.376;12.972
0.3783;0.3101;0.0682;0.0091;0.0506;0.1837;110;80;43;2;41.613;34.111;7.502;1.001;5.566;20.207
0.3473;0.0464;0.1253;0.0339;0.3069;0.1402;260;160;33;2;90.298;12.064;32.578;8.814;79.794;36.452
0.3136;0.0262;0.1556;0.0293;0.1396;0.3356;180;120;26;2;56.448;4.716;28.008;5.274;25.128;60.408
0.3913;0.039;0.1132;0.0705;0.1075;0.2785;150;120;26;2;58.695;5.85;16.98;10.575;16.125;41.775
0.3481;0.055;0.1179;0.1355;0.0591;0.2844;190;120;42;2;66.139;10.45;22.401;25.745;11.229;54.036
0.3049;0.0947;0.3404;0;0.1028;0.1572;110;100;29;2;33.539;10.417;37.444;0;11.308;17.292
0.6057;0.0686;0;0.0158;0.0327;0.2772;50;90;23;1;30.285;3.43;0;0.79;1.635;13.86
0.4202;0.0907;0.0659;0;0.3062;0.117;70;180;33;2;29.414;6.349;4.613;0;21.434;8.19
0.4845;0.0832;0.0572;0.1457;0.1563;0.0731;60;80;23;1;29.07;4.992;3.432;8.742;9.378;4.386
0.3311;0.1393;0.1118;0;0.1898;0.2281;80;170;46;1;26.488;11.144;8.944;0;15.184;18.248
0.2621;0.0625;0.1492;0.0929;0.2395;0.1938;110;130;35;2;28.831;6.875;16.412;10.219;26.345;21.318
0.3886;0.1197;0.0164;0.0078;0.0889;0.3786;60;110;26;1;23.316;7.182;0.984;0.468;5.334;22.716
0.2361;0.0479;0.0936;0.0298;0.1225;0.4701;130;170;45;1;30.693;6.227;12.168;3.874;15.925;61.113
0.5952;0.1443;0;0.0121;0.0839;0.1645;60;90;36;1;35.712;8.658;0;0.726;5.034;9.87
0.2785;0.0452;0.2092;0.0881;0.0089;0.3701;100;110;37;2;27.85;4.52;20.92;8.81;0.89;37.01
0.5297;0.1524;0.0265;0.137;0;0.1544;40;70;27;2;21.188;6.096;1.06;5.48;0;6.176
0.325;0.0523;0.1368;0.043;0.067;0.376;80;160;37;2;26;4.184;10.944;3.44;5.36;30.08
0.3887;0.0561;0.0247;0.0187;0.3011;0.2107;100;140;42;2;38.87;5.61;2.47;1.87;30.11;21.07
0.4637;0.0666;0;0.0683;0.0428;0.3586;70;110;35;2;32.459;4.662;0;4.781;2.996;25.102
0.2665;0.0826;0.1978;0.1167;0.0769;0.2595;110;160;32;1;29.315;9.086;21.758;12.837;8.459;28.545
0.3369;0.0855;0.1244;0.0101;0.1453;0.2978;90;150;37;2;30.321;7.695;11.196;0.909;13.077;26.802
0.1971;0.1142;0.1198;0.0369;0.3142;0.2179;90;260;33;1;17.739;10.278;10.782;3.321;28.278;19.611
0.5644;0.0609;0.035;0.0329;0.1275;0.1792;50;120;37;1;28.22;3.045;1.75;1.645;6.375;8.96
0.2643;0.0959;0;0.2029;0.0881;0.3488;70;140;36;1;18.501;6.713;0;14.203;6.167;24.416
0.34;0.073;0.0767;0.0159;0.3517;0.1427;40;100;37;1;13.6;2.92;3.068;0.636;14.068;5.708
0.3602;0.0538;0.1265;0.1045;0.1404;0.2145;90;100;31;1;32.418;4.842;11.385;9.405;12.636;19.305
0.3873;0.0683;0.0527;0;0.2902;0.2015;50;80;27;1;19.365;3.415;2.635;0;14.51;10.075
0.1966;0.048;0.2224;0.106;0.0905;0.3366;150;110;51;1;29.49;7.2;33.36;15.9;13.575;50.49
0.2863;0.0487;0.0045;0.0432;0.2421;0.3753;60;90;31;2;17.178;2.922;0.27;2.592;14.526;22.518
0.3793;0.0583;0.0768;0;0.3091;0.1765;110;180;37;2;41.723;6.413;8.448;0;34.001;19.415
0.2946;0.041;0.0035;0.3013;0.0856;0.274;130;420;35;1;38.298;5.33;0.455;39.169;11.128;35.62
0.3176;0.0447;0.1941;0.033;0.0949;0.3157;120;230;33;2;38.112;5.364;23.292;3.96;11.388;37.884
0.3874;0.0677;0.1878;0.03;0.1472;0.1798;100;160;36;1;38.74;6.77;18.78;3;14.72;17.98
0.2055;0.0302;0.0837;0.028;0.3039;0.3487;90;140;32;2;18.495;2.718;7.533;2.52;27.351;31.383
0.3173;0.0493;0.2087;0.0667;0.1497;0.2084;70;100;35;1;22.211;3.451;14.609;4.669;10.479;14.588
0.2394;0.047;0.1523;0.1238;0.231;0.2066;100;140;32;1;23.94;4.7;15.23;12.38;23.1;20.66
0.1843;0.0358;0.0026;0.2303;0.0222;0.5249;270;290;34;2;49.761;9.666;0.702;62.181;5.994;141.723
0.4384;0.0421;0.2892;0;0.0469;0.1833;100;90;57;1;43.84;4.21;28.92;0;4.69;18.33
0.2842;0.0564;0.0038;0.0266;0.0725;0.5564;150;240;50;2;42.63;8.46;0.57;3.99;10.875;83.46
0.4658;0.0645;0.0713;0.0211;0.1133;0.264;70;80;41;1;32.606;4.515;4.991;1.477;7.931;18.48
0.4741;0.1242;0.0094;0.1145;0.066;0.2118;110;130;48;2;52.151;13.662;1.034;12.595;7.26;23.298
